date,state,fips,cases,deaths
2020-03-06,GA,13,3,0
2020-03-06,HI,15,1,0
2020-03-06,IL,17,6,0
2020-03-06,IN,18,1,0
2020-03-06,KY,21,1,0
2020-03-06,MD,24,3,0
2020-03-06,MA,25,8,0
2020-03-06,MN,27,1,0
2020-03-06,NE,31,14,0
2020-03-06,NV,32,2,0
2020-03-06,NH,33,2,0
2020-03-06,NJ,34,4,0
2020-03-06,NY,36,44,0
2020-03-06,NC,37,2,0
2020-03-06,OK,40,1,0
2020-03-06,OR,41,2,0
2020-03-06,PA,42,2,0
2020-03-06,RI,44,3,0
2020-03-06,SC,45,2,0
2020-03-06,TN,47,1,0
2020-03-06,TX,48,19,0
2020-03-06,UT,49,3,0
2020-03-06,WA,53,86,12
2020-03-06,WI,55,1,0
2020-03-07,AZ,4,5,0
2020-03-07,CA,6,100,1
2020-03-07,CO,8,8,0
2020-03-07,DC,11,1,0
2020-03-07,FL,12,12,2
2020-03-07,GA,13,7,0
2020-03-07,HI,15,1,0
2020-03-07,IL,17,6,0
2020-03-07,IN,18,1,0
2020-03-07,KS,20,1,0
2020-03-07,KY,21,1,0
2020-03-07,MD,24,3,0
2020-03-07,MA,25,13,0
2020-03-07,MN,27,1,0
2020-03-07,MO,29,1,0
2020-03-07,NE,31,14,0
2020-03-07,NV,32,2,0
2020-03-07,NH,33,4,0
2020-03-07,NJ,34,4,0
2020-03-07,NY,36,89,0
2020-03-07,NC,37,2,0
2020-03-07,OK,40,1,0
2020-03-07,OR,41,6,0
2020-03-07,PA,42,4,0
2020-03-07,RI,44,3,0
2020-03-07,SC,45,2,0
2020-03-07,TN,47,1,0
2020-03-07,TX,48,19,0
2020-03-07,UT,49,3,0
2020-03-07,VT,50,1,0
2020-03-07,VA,51,1,0
2020-03-07,WA,53,110,16
2020-03-07,WI,55,1,0
2020-03-08,AZ,4,5,0
2020-03-08,CA,6,112,1
2020-03-08,CO,8,8,0
2020-03-08,CT,9,1,0
2020-03-08,DC,11,1,0
2020-03-08,FL,12,13,2
2020-03-08,GA,13,11,0
2020-03-08,HI,15,2,0
2020-03-08,IL,17,7,0
2020-03-08,IN,18,2,0
2020-03-08,IA,19,3,0
2020-03-08,KS,20,1,0
2020-03-08,KY,21,4,0
2020-03-08,MD,24,5,0
2020-03-08,MA,25,28,0
2020-03-08,MN,27,2,0
2020-03-08,MO,29,1,0
2020-03-08,NE,31,16,0
2020-03-08,NV,32,4,0
2020-03-08,NH,33,4,0
2020-03-08,NJ,34,6,0
2020-03-08,NY,36,106,0
2020-03-08,NC,37,2,0
2020-03-08,OK,40,1,0
2020-03-08,OR,41,13,0
2020-03-08,PA,42,6,0
2020-03-08,RI,44,3,0
2020-03-08,SC,45,6,0
2020-03-08,TN,47,3,0
2020-03-08,TX,48,23,0
2020-03-08,UT,49,3,0
2020-03-08,VT,50,1,0
2020-03-08,VA,51,2,0
2020-03-08,WA,53,141,19
2020-03-08,WI,55,1,0
2020-03-09,AZ,4,6,0
2020-03-09,CA,6,172,2
2020-03-09,CO,8,12,0
2020-03-09,CT,9,2,0
2020-03-09,DC,11,4,0
2020-03-09,FL,12,14,2
2020-03-09,GA,13,17,0
2020-03-09,HI,15,2,0
2020-03-09,IL,17,11,0
2020-03-09,IN,18,4,0
2020-03-09,IA,19,8,0
2020-03-09,KS,20,1,0
2020-03-09,KY,21,5,0
2020-03-09,LA,22,1,0
2020-03-09,MD,24,6,0
2020-03-09,MA,25,41,0
2020-03-09,MN,27,2,0
2020-03-09,MO,29,1,0
2020-03-09,NE,31,16,0
2020-03-09,NV,32,4,0
2020-03-09,NH,33,4,0
2020-03-09,NJ,34,11,0
2020-03-09,NY,36,142,0
2020-03-09,NC,37,7,0
2020-03-09,OH,39,3,0
2020-03-09,OK,40,1,0
2020-03-09,OR,41,13,0
2020-03-09,PA,42,10,0
2020-03-09,RI,44,3,0
2020-03-09,SC,45,7,0
2020-03-09,TN,47,4,0
2020-03-09,TX,48,24,0
2020-03-09,UT,49,3,0
2020-03-09,VT,50,1,0
2020-03-09,VA,51,5,0
2020-03-09,WA,53,179,22
2020-03-09,WI,55,2,0
2020-03-10,AZ,4,6,0
2020-03-10,CA,6,179,3
2020-03-10,CO,8,17,0
2020-03-10,CT,9,2,0
2020-03-10,DC,11,4,0
2020-03-10,FL,12,23,2
2020-03-10,GA,13,22,0
2020-03-10,HI,15,2,0
2020-03-10,IL,17,19,0
2020-03-10,IN,18,6,0
2020-03-10,IA,19,13,0
2020-03-10,KS,20,1,0
2020-03-10,KY,21,7,0
2020-03-10,LA,22,6,0
2020-03-10,MD,24,9,0
2020-03-10,MA,25,92,0
2020-03-10,MI,26,2,0
2020-03-10,MN,27,3,0
2020-03-10,MO,29,1,0
2020-03-10,NE,31,17,0
2020-03-10,NV,32,4,0
2020-03-10,NH,33,5,0
2020-03-10,NJ,34,15,1
2020-03-10,NY,36,173,0
2020-03-10,NC,37,7,0
2020-03-10,OH,39,3,0
2020-03-10,OK,40,2,0
2020-03-10,OR,41,14,0
2020-03-10,PA,42,12,0
2020-03-10,RI,44,5,0
2020-03-10,SC,45,9,0
2020-03-10,SD,46,5,1
2020-03-10,TN,47,7,0
2020-03-10,TX,48,31,0
2020-03-10,UT,49,4,0
2020-03-10,VT,50,1,0
2020-03-10,VA,51,8,0
2020-03-10,WA,53,279,24
2020-03-10,WI,55,3,0
2020-03-11,AZ,4,9,0
2020-03-11,AR,5,1,0
2020-03-11,CA,6,202,4
2020-03-11,CO,8,34,0
2020-03-11,CT,9,3,0
2020-03-11,DE,10,1,0
2020-03-11,DC,11,10,0
2020-03-11,FL,12,26,2
2020-03-11,GA,13,31,0
2020-03-11,HI,15,2,0
2020-03-11,IL,17,25,0
2020-03-11,IN,18,11,0
2020-03-11,IA,19,14,0
2020-03-11,KS,20,1,0
2020-03-11,KY,21,7,0
2020-03-11,LA,22,13,0
2020-03-11,MD,24,13,0
2020-03-11,MA,25,95,0
2020-03-11,MI,26,2,0
2020-03-11,MN,27,5,0
2020-03-11,MS,28,1,0
2020-03-11,MO,29,1,0
2020-03-11,NE,31,23,0
2020-03-11,NV,32,7,0
2020-03-11,NH,33,5,0
2020-03-11,NJ,34,23,1
2020-03-11,NM,35,4,0
2020-03-11,NY,36,217,0
2020-03-11,NC,37,8,0
2020-03-11,ND,38,1,0
2020-03-11,OH,39,4,0
2020-03-11,OK,40,2,0
2020-03-11,OR,41,20,0
2020-03-11,PA,42,16,0
2020-03-11,RI,44,5,0
2020-03-11,SC,45,10,0
2020-03-11,SD,46,8,1
2020-03-11,TN,47,8,0
2020-03-11,TX,48,33,0
2020-03-11,UT,49,5,0
2020-03-11,VT,50,2,0
2020-03-11,VA,51,10,0
2020-03-11,WA,53,338,29
2020-03-11,WI,55,6,0
2020-03-11,WY,56,1,0
2020-03-12,AK,2,1,0
2020-03-12,AZ,4,9,0
2020-03-12,AR,5,6,0
2020-03-12,CA,6,252,4
2020-03-12,CO,8,49,1
2020-03-12,CT,9,6,0
2020-03-12,DE,10,4,0
2020-03-12,DC,11,10,0
2020-03-12,FL,12,46,2
2020-03-12,GA,13,31,1
2020-03-12,HI,15,2,0
2020-03-12,IL,17,32,0
2020-03-12,IN,18,12,0
2020-03-12,IA,19,16,0
2020-03-12,KS,20,5,1
2020-03-12,KY,21,11,0
2020-03-12,LA,22,14,0
2020-03-12,ME,23,1,0
2020-03-12,MD,24,13,0
2020-03-12,MA,25,108,0
2020-03-12,MI,26,12,0
2020-03-12,MN,27,9,0
2020-03-12,MS,28,1,0
2020-03-12,MO,29,2,0
2020-03-12,NE,31,24,0
2020-03-12,NV,32,11,0
2020-03-12,NH,33,6,0
2020-03-12,NJ,34,29,1
2020-03-12,NM,35,6,0
2020-03-12,NY,36,326,0
2020-03-12,NC,37,16,0
2020-03-12,ND,38,1,0
2020-03-12,OH,39,5,0
2020-03-12,OK,40,2,0
2020-03-12,OR,41,30,0
2020-03-12,PA,42,22,0
2020-03-12,RI,44,5,0
2020-03-12,SC,45,12,0
2020-03-12,SD,46,8,1
2020-03-12,TN,47,18,0
2020-03-12,TX,48,41,0
2020-03-12,UT,49,7,0
2020-03-12,VT,50,2,0
2020-03-12,VA,51,17,0
2020-03-12,WA,53,419,32
2020-03-12,WI,55,8,0
2020-03-12,WY,56,1,0
2020-03-13,AL,1,6,0
2020-03-13,AK,2,1,0
2020-03-13,AZ,4,9,0
2020-03-13,AR,5,7,0
2020-03-13,CA,6,320,5
2020-03-13,CO,8,78,2
2020-03-13,CT,9,11,0
2020-03-13,DE,10,4,0
2020-03-13,DC,11,10,0
2020-03-13,FL,12,70,2
2020-03-13,GA,13,41,1
2020-03-13,HI,15,2,0
2020-03-13,ID,16,1,0
2020-03-13,IL,17,46,0
2020-03-13,IN,18,12,0
2020-03-13,IA,19,17,0
2020-03-13,KS,20,6,1
2020-03-13,KY,21,11,0
2020-03-13,LA,22,36,0
2020-03-13,ME,23,2,0
2020-03-13,MD,24,18,0
2020-03-13,MA,25,123,0
2020-03-13,MI,26,25,0
2020-03-13,MN,27,14,0
2020-03-13,MS,28,6,0
2020-03-13,MO,29,4,0
2020-03-13,MT,30,4,0
2020-03-13,NE,31,27,0
2020-03-13,NV,32,19,0
2020-03-13,NH,33,7,0
2020-03-13,NJ,34,50,1
2020-03-13,NM,35,10,0
2020-03-13,NY,36,421,0
2020-03-13,NC,37,18,0
2020-03-13,ND,38,1,0
2020-03-13,OH,39,13,0
2020-03-13,OK,40,3,0
2020-03-13,OR,41,30,0
2020-03-13,PA,42,41,0
2020-03-13,PR,72,3,0
2020-03-13,RI,44,20,0
2020-03-13,SC,45,13,0
2020-03-13,SD,46,9,1
2020-03-13,TN,47,26,0
2020-03-13,TX,48,58,0
2020-03-13,UT,49,7,0
2020-03-13,VT,50,2,0
2020-03-13,VA,51,30,0
2020-03-13,WA,53,511,37
2020-03-13,WI,55,19,0
2020-03-13,WY,56,2,0
2020-03-14,AL,1,12,0
2020-03-14,AK,2,1,0
2020-03-14,AZ,4,12,0
2020-03-14,AR,5,9,0
2020-03-14,CA,6,381,5
2020-03-14,CO,8,103,2
2020-03-14,CT,9,20,0
2020-03-14,DE,10,4,0
2020-03-14,DC,11,16,0
2020-03-14,FL,12,70,3
2020-03-14,GA,13,65,1
2020-03-14,HI,15,4,0
2020-03-14,ID,16,5,0
2020-03-14,IL,17,66,0
2020-03-14,IN,18,15,0
2020-03-14,IA,19,18,0
2020-03-14,KS,20,8,1
2020-03-14,KY,21,18,0
2020-03-14,LA,22,77,1
2020-03-14,ME,23,3,0
2020-03-14,MD,24,27,0
2020-03-14,MA,25,138,0
2020-03-14,MI,26,33,0
2020-03-14,MN,27,21,0
2020-03-14,MS,28,6,0
2020-03-14,MO,29,5,0
2020-03-14,MT,30,6,0
2020-03-14,NE,31,29,0
2020-03-14,NV,32,21,0
2020-03-14,NH,33,7,0
2020-03-14,NJ,34,75,2
2020-03-14,NM,35,13,0
2020-03-14,NY,36,610,2
2020-03-14,NC,37,25,0
2020-03-14,ND,38,1,0
2020-03-14,OH,39,26,0
2020-03-14,OK,40,4,0
2020-03-14,OR,41,36,1
2020-03-14,PA,42,47,0
2020-03-14,PR,72,4,0
2020-03-14,RI,44,20,0
2020-03-14,SC,45,19,0
2020-03-14,SD,46,9,1
2020-03-14,TN,47,32,0
2020-03-14,TX,48,69,0
2020-03-14,UT,49,21,0
2020-03-14,VT,50,5,0
2020-03-14,VI,78,1,0
2020-03-14,VA,51,42,1
2020-03-14,WA,53,609,40
2020-03-14,WI,55,27,0
2020-03-14,WY,56,3,0
2020-03-15,AL,1,23,0
2020-03-15,AK,2,1,0
2020-03-15,AZ,4,13,0
2020-03-15,AR,5,16,0
2020-03-15,CA,6,478,6
2020-03-15,CO,8,136,2
2020-03-15,CT,9,26,0
2020-03-15,DE,10,7,0
2020-03-15,DC,11,17,0
2020-03-15,FL,12,109,3
2020-03-15,GA,13,97,1
2020-03-15,GU,66,3,0
2020-03-15,HI,15,7,0
2020-03-15,ID,16,5,0
2020-03-15,IL,17,94,0
2020-03-15,IN,18,19,0
2020-03-15,IA,19,22,0
2020-03-15,KS,20,9,1
2020-03-15,KY,21,21,0
2020-03-15,LA,22,103,2
2020-03-15,ME,23,12,0
2020-03-15,MD,24,32,0
2020-03-15,MA,25,164,0
2020-03-15,MI,26,53,0
2020-03-15,MN,27,35,0
2020-03-15,MS,28,10,0
2020-03-15,MO,29,5,0
2020-03-15,MT,30,6,0
2020-03-15,NE,31,31,0
2020-03-15,NV,32,26,0
2020-03-15,NH,33,13,0
2020-03-15,NJ,34,98,2
2020-03-15,NM,35,17,0
2020-03-15,NY,36,732,6
2020-03-15,NC,37,32,0
2020-03-15,ND,38,1,0
2020-03-15,OH,39,37,0
2020-03-15,OK,40,8,0
2020-03-15,OR,41,39,1
2020-03-15,PA,42,68,0
2020-03-15,PR,72,5,0
2020-03-15,RI,44,20,0
2020-03-15,SC,45,28,0
2020-03-15,SD,46,9,1
2020-03-15,TN,47,39,0
2020-03-15,TX,48,80,0
2020-03-15,UT,49,29,0
2020-03-15,VT,50,8,0
2020-03-15,VI,78,1,0
2020-03-15,VA,51,45,1
2020-03-15,WA,53,675,42
2020-03-15,WI,55,33,0
2020-03-15,WY,56,3,0
2020-03-16,AL,1,29,0
2020-03-16,AK,2,3,0
2020-03-16,AZ,4,18,0
2020-03-16,AR,5,22,0
2020-03-16,CA,6,588,11
2020-03-16,CO,8,161,2
2020-03-16,CT,9,41,0
2020-03-16,DE,10,8,0
2020-03-16,DC,11,22,0
2020-03-16,FL,12,141,4
2020-03-16,GA,13,118,1
2020-03-16,GU,66,3,0
2020-03-16,HI,15,10,0
2020-03-16,ID,16,5,0
2020-03-16,IL,17,104,0
2020-03-16,IN,18,24,1
2020-03-16,IA,19,22,0
2020-03-16,KS,20,11,1
2020-03-16,KY,21,22,1
2020-03-16,LA,22,137,3
2020-03-16,ME,23,17,0
2020-03-16,MD,24,39,0
2020-03-16,MA,25,197,0
2020-03-16,MI,26,54,0
2020-03-16,MN,27,54,0
2020-03-16,MS,28,12,0
2020-03-16,MO,29,9,0
2020-03-16,MT,30,8,0
2020-03-16,NE,31,33,0
2020-03-16,NV,32,45,1
2020-03-16,NH,33,17,0
2020-03-16,NJ,34,176,3
2020-03-16,NM,35,21,0
2020-03-16,NY,36,950,10
2020-03-16,NC,37,34,0
2020-03-16,ND,38,1,0
2020-03-16,OH,39,50,0
2020-03-16,OK,40,10,0
2020-03-16,OR,41,46,1
2020-03-16,PA,42,81,0
2020-03-16,PR,72,5,0
2020-03-16,RI,44,21,0
2020-03-16,SC,45,33,1
2020-03-16,SD,46,10,1
2020-03-16,TN,47,52,0
2020-03-16,TX,48,87,1
2020-03-16,UT,49,40,0
2020-03-16,VT,50,12,0
2020-03-16,VI,78,2,0
2020-03-16,VA,51,51,1
2020-03-16,WA,53,794,48
2020-03-16,WI,55,47,0
2020-03-16,WY,56,10,0
2020-03-17,AL,1,39,0
2020-03-17,AK,2,6,0
2020-03-17,AZ,4,20,0
2020-03-17,AR,5,22,0
2020-03-17,CA,6,732,14
2020-03-17,CO,8,183,3
2020-03-17,CT,9,68,0
2020-03-17,DE,10,16,0
2020-03-17,DC,11,31,0
2020-03-17,FL,12,210,6
2020-03-17,GA,13,142,1
2020-03-17,GU,66,3,0
2020-03-17,HI,15,14,0
2020-03-17,ID,16,9,0
2020-03-17,IL,17,159,1
2020-03-17,IN,18,30,2
2020-03-17,IA,19,29,0
2020-03-17,KS,20,17,1
2020-03-17,KY,21,26,1
2020-03-17,LA,22,196,5
2020-03-17,ME,23,32,0
2020-03-17,MD,24,57,0
2020-03-17,MA,25,218,0
2020-03-17,MI,26,65,0
2020-03-17,MN,27,60,0
2020-03-17,MS,28,21,0
2020-03-17,MO,29,16,0
2020-03-17,MT,30,8,0
2020-03-17,NE,31,36,0
2020-03-17,NV,32,55,1
2020-03-17,NH,33,26,0
2020-03-17,NJ,34,268,3
2020-03-17,NM,35,23,0
2020-03-17,NY,36,1375,18
2020-03-17,NC,37,42,0
2020-03-17,ND,38,5,0
2020-03-17,OH,39,67,0
2020-03-17,OK,40,18,0
2020-03-17,OR,41,66,2
2020-03-17,PA,42,101,0
2020-03-17,PR,72,5,0
2020-03-17,RI,44,23,0
2020-03-17,SC,45,47,1
2020-03-17,SD,46,11,1
2020-03-17,TN,47,73,0
2020-03-17,TX,48,106,1
2020-03-17,UT,49,51,0
2020-03-17,VT,50,14,0
2020-03-17,VI,78,2,0
2020-03-17,VA,51,67,2
2020-03-17,WA,53,908,54
2020-03-17,WV,54,1,0
2020-03-17,WI,55,72,0
2020-03-17,WY,56,15,0
2020-03-18,AL,1,51,0
2020-03-18,AK,2,9,0
2020-03-18,AZ,4,28,0
2020-03-18,AR,5,33,0
2020-03-18,CA,6,893,17
2020-03-18,CO,8,216,3
2020-03-18,CT,9,96,1
2020-03-18,DE,10,26,0
2020-03-18,DC,11,36,0
2020-03-18,FL,12,326,7
2020-03-18,GA,13,193,3
2020-03-18,GU,66,8,0
2020-03-18,HI,15,16,0
2020-03-18,ID,16,11,0
2020-03-18,IL,17,286,1
2020-03-18,IN,18,39,2
2020-03-18,IA,19,38,0
2020-03-18,KS,20,22,1
2020-03-18,KY,21,35,1
2020-03-18,LA,22,280,7
